caseid,weight,REGNRACE,SEXAGEWT,ADJWT,MSUEWT,STATEWT,EADJWT,EMSUEWT,ESTATEWT,CC1,CC2,CC3,CC4,CC5,CC6,A1,PO1,PO2,vote,vote1,vote1a,vote3,vote3a,vote4,vote4a,perception_a,perception_b,perception_c,vote5,vote5a,vote5b,vote5c,bever_vote6a,bever_vote6b,bever_vote6c,bever_vote6d,bever_vote6e,bever_vote6f,bever_vote6g,D10,D11,D12,P4a,caseapproval1,requity_a,requity_b,requity_c,requity_d,requity_e,requity1,UN1,UN2,UN3,demo_county,demo_Detroit,cellular2,NEAL1,NEAL2,NEAL3,Q4a,Q4b,Q4c,Q4d,mcan0,mcan1,mcan2,mcan_treatment,mcan3a,mcan4a,mcan3b,mcan4b,mcancovid,inputstate,region,CD1,CD2,CD3,CD5a,CD4_1,CD4_2,CD4_3,CD4_4,CD4_5,CD4_6,CD6,CD6_t,CD7,partyid,ideology,CD8,CD8_t,CD10,CD11,CD15,CD15_t,inc,X1,X1_t,child18,presvote16post,presvote20post,inputzip,votereg,newsint,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime
1942136225,1.165418392,1.157761737,.9167047505104789,.9167047505104789,0.914352263,0.926217032,0.713446219,0.709320234,0.768949633,Worse off,Worse off,Not so good,Go up,Worse than,Bad times,economy/inflation,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Somewhat liberal,Moderate but closer to the conservative side,Oppose,not asked,Legal only under certain circumstances,Pro-life,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Almost never,Seldom,Seldom,roads,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",not treated differently,Yes,not asked,No,Monroe County,not asked,La Salle,Yes,not asked,not asked,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1958,Technical/junior college graduate,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Neither,Closer to the conservative side,Married or Remarried,__NA__,3,0,Work full-time,__NA__,"$90,000 to $99,999",Rural community,__NA__,No,Donald Trump,Donald Trump,48145,Yes,Most of the time,Once a week,Yes,Very important,Once a day,2-Sep-22,2-Sep-22
1942138101,0.855782187,1.043730818,1.094909033,1.094909033,1.09209923,1.049382416,0.725751957,0.721554805,0.749603307,About the same,Better off,Not so good,Stay about the same,About the same,Neither good nor bad/Stay the same,Wealth disparity and income inequality,Good,Excellent,Very likely,Gretchen Whitmer,not asked,I don’t know,Dana Nessel,Jocelyn Benson,not asked,In the middle,Moderate but closer to the liberal side,Somewhat conservative,Support,not asked,Legal only under certain circumstances,Pro-choice,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Some of the time,Some of the time,Some of the time,Support and expand voting rights,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",I don’t know,People assume things about me due to my race,No,Yes,not asked,Ingham County,not asked,East Lansing,No,Yes,not asked,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Somewhat important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1975,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Independent,Lean Democrat,Very liberal,"Single, never been married",__NA__,1,0,"Unemployed, laid off, or looking for work",__NA__,"Less than $10,000",A suburb,__NA__,No,Hillary Clinton,Joe Biden,48823,Yes,Most of the time,Never,No,Not too important,Seldom,2-Sep-22,2-Sep-22
1942137631,1.057662737,1.157761737,.9167047505104789,.9167047505104789,0.914352263,0.926217032,.6304794557144729,0.626833282,0.679528369,Worse off,Worse off,Poor,Go up,Worse than,Neither good nor bad/Stay the same,joe biden,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Don’t know,Don’t know,Don’t know,I don’t know,Support,Legal under any circumstances,Pro-choice,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Almost never,Almost never,Seldom,Social Security,Disapprove,I don’t know,I don’t know,I don’t know,I don’t know,I don’t know, ,not asked,Yes,not asked,Oakland County,not asked,highland,No,No,No,Disagree,Disagree,Disagree,Disagree,No,skipped,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1957,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Catholic; Roman Catholic, Orthodox",__NA__,Republican,Strong Republican,In the middle,Divorced,__NA__,1,0,Retired,__NA__,"$30,000 to $39,999",Rural community,__NA__,No,Donald Trump,Donald Trump,48357,Yes,Only now and then,Don't know,Yes,Somewhat important,A few times a week,2-Sep-22,2-Sep-22
1942148561,1.119244951,1.043730818,0.826416151,0.826416151,0.824295367,0.792053542,0.574657672,.5713343250389999,.5935434097385039,About the same,Worse off,Good,Go up,Worse than,Neither good nor bad/Stay the same,lack of people willing to work,Poor,Poor,Very likely,Tudor Dixon,not asked,I don’t know,Matthew DePerno,I don’t know,I don’t know,Moderate but closer to the liberal side,Somewhat liberal,Don’t know,Oppose,not asked,Legal only under certain circumstances,Pro-life,Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Seldom,Some of the time,Some of the time,infrastructure,Approve,"Yes, treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","Yes, treated less fairly",In no way except where minority quotas are established,not asked,No,Yes,Jackson County,not asked,BROOKLYN,No,No,No,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat important,Somewhat agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1954,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Catholic; Roman Catholic, Orthodox",__NA__,Independent,Lean Republican,Closer to the conservative side,Married or Remarried,__NA__,2,0,Retired,__NA__,"$100,000 to $149,999",Rural community,__NA__,No,Donald Trump,Donald Trump,49230,Yes,Some of the time,Once a week,No,Very important,Several times a day,2-Sep-22,2-Sep-22
1942138681,1.050536314,1.043730818,0.732591002,0.732591002,0.730710996,0.702129668,0.50941531,0.506469271,.5261569013242789,About the same,Worse off,Good,Stay about the same,Better than,Bad times,Gun violence,Good,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Moderate but closer to the liberal side,Very conservative,Support,not asked,Legal only under certain circumstances,Pro-choice,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Some of the time,Infrastructure,Disapprove,"Yes, treated less fairly","Yes, treated less fairly",I don’t know,I don’t know,"Yes, treated less fairly","As a 66 year old white female, I feel my age is more a factor in how I am treated than my race or ethnicity.",not asked,Yes,Yes,Jackson County,not asked,Clarklake,Yes,not asked,not asked,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Very important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1956,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Democrat,Strong Democrat,Somewhat liberal,Married or Remarried,__NA__,2,0,Retired,__NA__,"$100,000 to $149,999",Rural community,__NA__,No,Hillary Clinton,Joe Biden,49234,Yes,Most of the time,A few times a year,No,Somewhat important,Once a day,2-Sep-22,2-Sep-22
1942159411,1.221648581,1.043730818,0.732591002,0.732591002,0.730710996,0.702129668,0.485592262,0.482783996,0.501550925,Worse off,Worse off,Good,Go up,Better than,Bad times,Inflation,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Moderate but closer to the conservative side,I don’t know,Support,Legal only under certain circumstances,Pro-choice,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Almost never,Almost never,Almost never,Education,I don’t know,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",I don’t know, ,not asked,No,No,Eaton County,not asked,Delta,Yes,not asked,not asked,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1953,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Somewhat conservative,Married or Remarried,__NA__,3,0,Semi-retired/retired and working part-time,__NA__,"$150,000 or More",A suburb,__NA__,No,Donald Trump,Donald Trump,48837,Yes,Most of the time,Once a week,No,Somewhat important,A few times a week,2-Sep-22,2-Sep-22
1941922027,0.492700391,1.157761737,0.817153115,0.817153115,0.815056102,0.825632388,0.635967906,.6322899911936189,0.6854438,Worse off,About the same,Not so good,Go up,Worse than,Bad times,Gun control,Poor,Good,Somewhat likely,Gretchen Whitmer,not asked,I don’t know,skipped,I don’t know,I don’t know,In the middle,Very conservative,Don’t know,Oppose,not asked,Legal only under certain circumstances,Pro-life,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Nearly always or most of the time,Seniors,Approve,"No, not treated less fairly",I don’t know,I don’t know,I don’t know,"Yes, treated less fairly",Some people are still racist,not asked,No,not asked,Genesee County,not asked,Grand Blanc,Yes,not asked,not asked,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,No,Very important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1952,2nd year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,Other,Messianic Jew,Independent,Lean Republican,In the middle,Widowed,__NA__,1,0,Retired,__NA__,"$10,000 to $19,999",A suburb,__NA__,No,Other,Did not vote for President,48507,Yes,Most of the time,Never,Yes,Very important,Several times a day,2-Sep-22,2-Sep-22
1942168267,0.669299072,0.948571804,0.493650641,0.493650641,0.492383813,0.476833785,0.429877105,0.42739105,0.373619526,About the same,About the same,Good,Go down,About the same,Neither good nor bad/Stay the same, ,Excellent,Excellent,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Somewhat liberal,Somewhat liberal,Don’t know,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Some of the time,Some of the time,Some of the time, ,Disapprove,"Yes, treated less fairly","No, not treated less fairly","No, not treated less fairly","Yes, treated less fairly","Yes, treated less fairly", ,not asked,Yes,Yes,Muskegon County,not asked,Evanston,Yes,No,Yes,Strongly agree,Agree,Agree,Strongly agree,No,Very important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1946,3rd year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Democrat,Closer to the liberal side,Married or Remarried,__NA__,2,0,Retired,__NA__,skipped,Urban community,__NA__,No,Hillary Clinton,Joe Biden,49442,Yes,Some of the time,Don't know,No,Not at all important,Seldom,2-Sep-22,2-Sep-22
1942160677,.8972221614324269,1.157761737,1.223953672,1.223953672,1.22081271,1.236654153,0.883093469,0.877986384,0.951794796,About the same,About the same,Not so good,Stay about the same,About the same,Good times,reliable and affordable utilities,Fair,Good,Very likely,Gretchen Whitmer,not asked,I don’t know,Dana Nessel,I don’t know,Jocelyn Benson,In the middle,Somewhat liberal,Very conservative,I don’t know,Support,Legal under any circumstances,Pro-choice,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Seldom,Some of the time,Some of the time,Abortion rights,Disapprove,"Yes, treated less fairly","Yes, treated less fairly",I don’t know,"No, not treated less fairly","Yes, treated less fairly", ,No,No,No,Oakland County,not asked,Milford,No,No,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Somewhat important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1981,Graduate degree,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Democrat,Not a very strong Democrat,Very liberal,"Single, never been married",__NA__,2,0,"Unemployed, laid off, or looking for work",__NA__,"$20,000 to $29,999",A suburb,__NA__,No,Hillary Clinton,Joe Biden,48220,Yes,Some of the time,Seldom,No,Not at all important,Seldom,2-Sep-22,2-Sep-22
1942144391,0.826900817,0.624007704,0.659683678,0.659683678,0.65799077,0.666528954,.5134137528318931,0.51044459,0.553355398,About the same,Better off,Just fair,Stay about the same,Better than,Neither good nor bad/Stay the same,Education,Good,Good,Very likely,Gretchen Whitmer,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,In the middle,In the middle,Very conservative,Support,not asked,Legal only under certain circumstances,Pro-choice,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Some of the time,Seldom,Seldom,Reproductive rights,Disapprove,"No, not treated less fairly",I don’t know,I don’t know,I don’t know,"Yes, treated less fairly",I feel I'm treated fairly,Yes,not asked,No,Wayne County,No,Dearborn,Yes,not asked,not asked,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Yes,Somewhat important,Somewhat disagree,Treatment Group 2 (mcan3/4b),not asked,not asked,10,Somewhat likely,Some,Michigan,Midwest,Female,1979,2nd year college,"Yes, Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,Islamic/Muslim,__NA__,Independent,Neither,In the middle,Married or Remarried,__NA__,2,2,Work full-time,__NA__,"$50,000 to $59,999",A suburb,__NA__,Yes,Hillary Clinton,Joe Biden,48124,Yes,Most of the time,Seldom,No,Not too important,Seldom,2-Sep-22,2-Sep-22
1942173419,0.461296447,1.157761737,0.602516142,0.602516142,0.600969939,0.608768212,0.414390837,0.411994342,0.446628875,Worse off,Worse off,Good,Go up,About the same,Bad times,Crime,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Somewhat liberal,Very conservative,Support,not asked,Legal only under certain circumstances,Pro-life,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Seldom,Some of the time,Some of the time,Crime,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly",None,not asked,No,Yes,Washtenaw County,not asked,York Township,No,No,No,Disagree,Disagree,Disagree,Neither agree nor disagree,No,Somewhat important,Somewhat agree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1945,Some post graduate,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Republican,Somewhat conservative,Married or Remarried,__NA__,2,0,Retired,__NA__,"$100,000 to $149,999",A suburb,__NA__,No,Other,Donald Trump,48176,Yes,Most of the time,Never,No,Not at all important,Never,2-Sep-22,2-Sep-22
1942173471,1.057662737,1.157761737,0.602516142,0.602516142,0.600969939,0.608768212,0.414390837,0.411994342,0.446628875,Worse off,Worse off,Just fair,Go up,Worse than,Bad times,Bad economy,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Somewhat conservative,Oppose,not asked,Illegal in all circumstances,Pro-life,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Almost never,Seldom,Seldom,Voting integrity,Approve,"No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly", ,not asked,No,No,St. Clair County,not asked,Capac,Yes,not asked,not asked,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,No,Very unimportant,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1952,Some post graduate,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Very conservative,Married or Remarried,__NA__,2,0,Retired,__NA__,"$70,000 to $79,999","Small city or town, village",__NA__,No,Donald Trump,Donald Trump,48014,Yes,Most of the time,A few times a year,Yes,Not too important,Once a week,2-Sep-22,2-Sep-22
1942198789,1.426180688,1.043730818,0.823421954,0.823421954,0.821308854,.7891838441918489,0.617622232,0.614050413,0.637919971,Worse off,Worse off,Poor,Go up,About the same,Bad times, ,Poor,Poor,Very likely,Neither,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Somewhat liberal,Very conservative,I don’t know,I don’t know,Legal only under certain circumstances,Pro-choice,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Almost never,Seldom,Some of the time, ,I don’t know,"No, not treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly", ,No,Yes,No,Berrien County,not asked,Bridgman,Yes,not asked,not asked,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,Somewhat unimportant,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1963,Technical/junior college graduate,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Independent,Lean Republican,Somewhat conservative,Divorced,__NA__,2,0,Work part-time,__NA__,"$70,000 to $79,999","Small city or town, village",__NA__,No,Donald Trump,Donald Trump,49106,Yes,Some of the time,Never,No,Somewhat important,A few times a week,2-Sep-22,2-Sep-22
1942198693,1.057662737,1.157761737,0.602516142,0.602516142,0.600969939,0.608768212,0.414390837,0.411994342,0.446628875,Worse off,Worse off,Not so good,Go up,About the same,Bad times,High Prices and Poor Roads,Poor,Poor,Very likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Very conservative,Oppose,not asked,Illegal in all circumstances,Pro-life,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Almost never,Seldom,Some of the time,Illegalities' in voting,Approve,"No, not treated less fairly",I don’t know,"No, not treated less fairly","No, not treated less fairly",I don’t know,I'm not wanted in most black establishments.,No,Yes,No,Monroe County,not asked,Lambertville,Yes,not asked,not asked,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No,Somewhat important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1943,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Very conservative,Married or Remarried,__NA__,2,0,"Unemployed, laid off, or looking for work",__NA__,"$150,000 or More",A suburb,__NA__,No,Donald Trump,Donald Trump,48144,Yes,Most of the time,A few times a year,No,Very important,A few times a week,2-Sep-22,2-Sep-22
1942004157,0.65906569,0.933840689,0.739406191,0.739406191,0.737508695,0.760758155,0.64131935,.6376104864614049,0.564758127,About the same,Worse off,Poor,Go up,About the same,Neither good nor bad/Stay the same,poverty,Fair,Fair,Very likely,skipped,not asked,Dana Nessel,not asked,Jocelyn Benson,not asked,Moderate but closer to the liberal side,Somewhat liberal,Very conservative,Oppose,not asked,Legal only under certain circumstances,Pro-life,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,skipped,Seldom,Seldom,Seldom, ,Approve,"Yes, treated less fairly","No, not treated less fairly","No, not treated less fairly","No, not treated less fairly","Yes, treated less fairly", ,not asked,No,No,Saginaw County,not asked,saginaw,No,Don't know,not asked,Strongly agree,Agree,Strongly agree,Strongly agree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1961,College graduate (four years),"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Democrat,Not a very strong Democrat,Closer to the conservative side,"Single, never been married",__NA__,2,0,Disabled,__NA__,"$20,000 to $29,999",Urban community,__NA__,No,Hillary Clinton,Joe Biden,48602,Yes,Most of the time,Once a week,Yes,Very important,Several times a day,2-Sep-22,2-Sep-22
1941069463,0.630509486,0.933840689,0.987230536,0.987230536,0.984697063,1.015738968,0.968947268,0.963343675,0.853273559,Worse off,About the same,Good,Go up,Worse than,Neither good nor bad/Stay the same,inflation,Poor,Poor,Very likely,Neither,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Very conservative,I don’t know,Support,Legal only under certain circumstances,Pro-life,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Almost never,Seldom,Seldom,health care,Approve,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",im accepted in my community just the same as others,No,No,No,Gratiot County,not asked,wheeler,No,No,No,Neither agree nor disagree,Disagree,Disagree,Disagree,No,Somewhat important,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1978,2nd year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Lean Republican,In the middle,"Single, never been married",__NA__,2,0,Work part-time,__NA__,"$30,000 to $39,999",Rural community,__NA__,No,Gary Johnson,Donald Trump,48662,Yes,Only now and then,Once or twice a month,No,Very important,Several times a day,2-Sep-22,2-Sep-22
1948307773,0.392199859,0.624007704,0.835942917,0.835942917,0.833797685,.8446171652651751,0.650591495,.6468290094782509,0.701205049,Worse off,Worse off,Not so good,Go up,Worse than,Bad times,Economic inequality.,Poor,Poor,Very likely,Neither,not asked,Neither,not asked,Neither,not asked,Very conservative,Moderate but closer to the conservative side,Very conservative,Support,not asked,Legal under any circumstances,Pro-choice,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,skipped,skipped,skipped,Almost never,Almost never,Almost never,Stopping the Enbridge pipeline.,Disapprove,"Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly","Yes, treated less fairly",I involuntarily benefit from “white privilege”.,No,No,Yes,Oakland County,not asked,Commerce Township,No,No,No,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,No,Very important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Male,1996,2nd year college,"No, not of Hispanic/Latinx/Spanish origin",not selected,not selected,not selected,not selected,not selected,selected,"None; no religious group (Atheist, Agnostic, etc.)",__NA__,Independent,Neither,Very liberal,"Single, never been married",__NA__,3,0,"Unemployed, laid off, or looking for work",__NA__,"$30,000 to $39,999","Small city or town, village",__NA__,skipped,Jill Stein,Howie Hawkins,48382,Yes,Most of the time,Seldom,No,Not at all important,Never,6-Sep-22,6-Sep-22
1948308553,1.960266232,0.948571804,1.355262139,1.355262139,1.351784207,1.309093358,2.004712309,1.993118704,1.742357649,Worse off,About the same,Just fair,Go up,Worse than,Bad times,Healthcare,Fair,Fair,Very unlikely,Neither,not asked,I don’t know,Neither,I don’t know,Neither,Moderate but closer to the liberal side,Don’t know,Don’t know,I don’t know,Oppose,Legal only under certain circumstances,Pro-life,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Seldom,Some of the time,Some of the time,Unemployment,I don’t know,"Yes, treated less fairly","No, not treated less fairly",I don’t know,"No, not treated less fairly","Yes, treated less fairly", ,not asked,No,No,Kent County,not asked,Kentwood,No,No,No,Disagree,Disagree,Disagree,Disagree,No,Somewhat unimportant,Somewhat disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,2000,2nd year college,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Independent,Neither,In the middle,"Single, never been married",__NA__,5,1,School full time,__NA__,"$20,000 to $29,999",A suburb,__NA__,No,Did not vote for President,Donald Trump,49508,Yes,Only now and then,Once or twice a month,Yes,Very important,Once a day,6-Sep-22,6-Sep-22
1948005921,.9850604091471939,1.157761737,0.913383428,0.913383428,0.911039464,.9228612450032611,1.167102726,1.160353165,1.257898898,Better off,About the same,Good,Go up,About the same,Good times,Division among the people,Poor,Poor,Somewhat likely,Tudor Dixon,not asked,Matthew DePerno,not asked,Kristina Karamo,not asked,Very liberal,Very liberal,Don’t know,Oppose,not asked,Illegal in all circumstances,Pro-life,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Seldom,Seldom,Some of the time,Stop adding to the division of the people,Approve,I don’t know,I don’t know,I don’t know,I don’t know,I don’t know, ,No,No,skipped,Oakland County,not asked, ,Yes,not asked,not asked,Strongly disagree,Strongly disagree,Strongly disagree,Agree,No,Somewhat important,Strongly disagree,not asked,not asked,not asked,not asked,not asked,not asked,Michigan,Midwest,Female,1969,High school graduate or GED holder,"No, not of Hispanic/Latinx/Spanish origin",selected,not selected,not selected,not selected,not selected,not selected,"Protestant (Baptist, Methodist, Lutheran, Episcopalian, etc.)",__NA__,Republican,Strong Republican,Somewhat conservative,Married or Remarried,__NA__,2,0,Work full-time,__NA__,skipped,A suburb,__NA__,No,Donald Trump,Donald Trump,48375,Yes,Hardly at all,More than once a week,Yes,Very important,Several times a day,6-Sep-22,6-Sep-22
